year,sex,name,n,rank,nation
1999,M,Charles,1667,41,England & Wales
1999,F,Nicole,1312,42,England & Wales
1999,M,David,1642,42,England & Wales
1999,F,Chelsea,1261,43,England & Wales
1999,M,Edward,1605,43,England & Wales
1999,F,Georgina,1225,44,England & Wales
1999,M,Reece,1602,44,England & Wales
1999,F,Danielle,1211,45,England & Wales
1999,M,Alex,1567,45,England & Wales
1999,F,Imogen,1197,46,England & Wales
1999,M,Dylan,1512,46,England & Wales
1999,F,Niamh,1194,47,England & Wales
1999,M,Andrew,1497,47,England & Wales
1999,F,Zoe,1174,48,England & Wales
1999,M,Max,1431,48,England & Wales
1999,F,Alexandra,1114,49,England & Wales
1999,M,Louis,1397,49,England & Wales
1999,F,Lydia,1084,50,England & Wales
1999,M,Sam,1375,50,England & Wales
1999,F,Samantha,1060,51,England & Wales
1999,M,Henry,1359,51,England & Wales
1999,F,Abbie,1044,52,England & Wales
1999,M,Morgan,1343,52,England & Wales
1999,F,Lily,1007,53,England & Wales
1999,M,Joe,1292,53,England & Wales
1999,F,Mia,980,54,England & Wales
1999,M,Rhys,1270,54,England & Wales
1999,F,Isobel,945,55,England & Wales
1999,M,Jonathan,1248,55,England & Wales
1999,F,Francesca,921,56,England & Wales
1999,M,Tyler,1230,56,England & Wales
1999,F,Isabella,883,57,England & Wales
1999,M,John,1158,57,England & Wales
1999,F,Melissa,863,58,England & Wales
1999,M,Scott,1111,58,England & Wales
1999,M,Sean,1111,58,England & Wales
1999,F,Harriet,845,59,England & Wales
1999,F,Katherine,839,60,England & Wales
1999,M,Dominic,1029,60,England & Wales
1999,F,Millie,812,61,England & Wales
1999,F,Tia,812,61,England & Wales
1999,M,Nicholas,997,61,England & Wales
1999,M,Harrison,961,62,England & Wales
1999,F,Morgan,808,63,England & Wales
1999,F,Rosie,808,63,England & Wales
1999,M,Ross,917,63,England & Wales
1999,M,Alfie,899,64,England & Wales
1999,F,Louise,804,65,England & Wales
1999,M,Jay,890,65,England & Wales
1999,F,Natalie,803,66,England & Wales
1999,M,Conor,866,66,England & Wales
1999,F,Kayleigh,799,67,England & Wales
1999,M,Elliot,857,67,England & Wales
1999,F,Daisy,796,68,England & Wales
1999,F,Erin,796,68,England & Wales
1999,M,Ashley,850,68,England & Wales
1999,M,Patrick,847,69,England & Wales
1999,F,Aimee,777,70,England & Wales
1999,M,Joel,829,70,England & Wales
1999,F,Kate,772,71,England & Wales
1999,M,Billy,815,71,England & Wales
1999,F,Alisha,762,72,England & Wales
1999,F,Gemma,762,72,England & Wales
1999,M,Peter,804,72,England & Wales
1999,M,Declan,773,73,England & Wales
1999,F,Jodie,758,74,England & Wales
1999,M,Stephen,750,74,England & Wales
1999,F,Stephanie,715,75,England & Wales
1999,M,Aidan,748,75,England & Wales
1999,F,Jennifer,704,76,England & Wales
1999,M,Mitchell,747,76,England & Wales
1999,F,Isabel,691,77,England & Wales
1999,M,Toby,743,77,England & Wales
1999,F,Ellen,688,78,England & Wales
1999,F,Jordan,688,78,England & Wales
1999,M,Mark,715,78,England & Wales
1999,M,Isaac,710,79,England & Wales
1999,F,Hollie,683,80,England & Wales
1999,M,Mohammad,687,80,England & Wales
1999,F,Mollie,680,81,England & Wales
1999,M,Anthony,683,81,England & Wales
1999,F,Madeleine,647,82,England & Wales
1999,M,Muhammad,659,82,England & Wales
1999,F,Alicia,640,83,England & Wales
1999,M,Jason,650,83,England & Wales
1999,F,Bethan,637,84,England & Wales
1999,M,Harvey,644,84,England & Wales
1999,F,Catherine,614,85,England & Wales
1999,F,Eve,614,85,England & Wales
1999,M,Tom,638,85,England & Wales
1999,M,Ewan,626,86,England & Wales
1999,F,Maisie,607,87,England & Wales
1999,M,Leon,599,87,England & Wales
1999,M,Oscar,599,87,England & Wales
1999,F,Charlie,604,88,England & Wales
1999,F,Isabelle,601,89,England & Wales
1999,F,Yasmin,601,89,England & Wales
1999,M,Kai,584,89,England & Wales
1999,M,Ellis,580,90,England & Wales
1999,F,Rhiannon,590,91,England & Wales
1999,M,Lee,562,91,England & Wales
1999,F,Freya,589,92,England & Wales
1999,M,Steven,560,92,England & Wales
1999,F,Ruby,581,93,England & Wales
1999,M,Marcus,554,93,England & Wales
1999,M,Paul,554,93,England & Wales
1999,F,Kirsty,579,94,England & Wales
1999,F,Ashleigh,573,95,England & Wales
1999,M,Zachary,551,95,England & Wales
1999,F,Naomi,551,96,England & Wales
1999,M,Elliott,548,96,England & Wales
1999,F,Cerys,538,97,England & Wales
1999,M,Richard,547,97,England & Wales
1999,F,Sophia,536,98,England & Wales
1999,M,Taylor,528,98,England & Wales
1999,F,Sian,524,99,England & Wales
1999,M,Mason,511,99,England & Wales
1999,F,Poppy,516,100,England & Wales
1999,M,Lucas,495,100,England & Wales
2000,F,Chloe,7534,1,England & Wales
2000,M,Jack,9079,1,England & Wales
2000,F,Emily,6232,2,England & Wales
2000,M,Thomas,8672,2,England & Wales
2000,F,Megan,5868,3,England & Wales
2000,M,James,7489,3,England & Wales
2000,F,Jessica,4779,4,England & Wales
2000,M,Joshua,7097,4,England & Wales
2000,F,Charlotte,4778,5,England & Wales
2000,M,Daniel,6229,5,England & Wales
2000,F,Lauren,4701,6,England & Wales
2000,M,Harry,6070,6,England & Wales
2000,F,Sophie,4624,7,England & Wales
2000,M,Joseph,5877,7,England & Wales
2000,F,Olivia,4546,8,England & Wales
2000,M,Samuel,5800,8,England & Wales
2000,F,Hannah,4410,9,England & Wales
2000,M,Matthew,5482,9,England & Wales
2000,F,Lucy,4257,10,England & Wales
2000,M,Callum,4911,10,England & Wales
2000,F,Georgia,3943,11,England & Wales
2000,M,Luke,4870,11,England & Wales
2000,F,Rebecca,3826,12,England & Wales
2000,M,William,4804,12,England & Wales
2000,F,Bethany,3730,13,England & Wales
2000,M,Lewis,4574,13,England & Wales
2000,F,Amy,3646,14,England & Wales
2000,M,Oliver,4402,14,England & Wales
2000,F,Ellie,3482,15,England & Wales
2000,M,Ryan,4271,15,England & Wales
2000,F,Katie,3366,16,England & Wales
2000,M,Benjamin,4217,16,England & Wales
2000,F,Emma,2574,17,England & Wales
2000,M,George,4034,17,England & Wales
2000,F,Holly,2356,18,England & Wales
2000,M,Jordan,3879,18,England & Wales
2000,F,Abigail,2333,19,England & Wales
2000,M,Liam,3825,19,England & Wales
2000,F,Molly,2328,20,England & Wales
2000,M,Adam,3777,20,England & Wales
2000,F,Grace,2187,21,England & Wales
2000,M,Alexander,3570,21,England & Wales
2000,F,Courtney,2131,22,England & Wales
2000,M,Jake,3543,22,England & Wales
2000,F,Shannon,2127,23,England & Wales
2000,M,Connor,3328,23,England & Wales
2000,F,Caitlin,2086,24,England & Wales
2000,M,Cameron,3049,24,England & Wales
2000,F,Eleanor,2080,25,England & Wales
2000,M,Nathan,2856,25,England & Wales
2000,F,Jade,2055,26,England & Wales
2000,M,Mohammed,2637,26,England & Wales
2000,F,Ella,2022,27,England & Wales
2000,M,Kieran,2586,27,England & Wales
2000,F,Leah,1951,28,England & Wales
2000,M,Jacob,2536,28,England & Wales
2000,F,Alice,1909,29,England & Wales
2000,M,Jamie,2508,29,England & Wales
2000,F,Laura,1628,30,England & Wales
2000,M,Michael,2413,30,England & Wales
2000,F,Anna,1612,31,England & Wales
2000,M,Ben,2400,31,England & Wales
2000,F,Jasmine,1606,32,England & Wales
2000,M,Ethan,2392,32,England & Wales
2000,F,Elizabeth,1552,33,England & Wales
2000,M,Charlie,2355,33,England & Wales
2000,F,Sarah,1536,34,England & Wales
2000,M,Bradley,2268,34,England & Wales
2000,F,Amelia,1489,35,England & Wales
2000,M,Brandon,2209,35,England & Wales
2000,F,Rachel,1417,36,England & Wales
2000,M,Aaron,1969,36,England & Wales
2000,F,Amber,1393,37,England & Wales
2000,M,Dylan,1811,37,England & Wales
2000,F,Phoebe,1319,38,England & Wales
2000,M,Max,1794,38,England & Wales
2000,F,Natasha,1238,39,England & Wales
2000,M,Kyle,1645,39,England & Wales
2000,F,Niamh,1204,40,England & Wales
2000,M,Reece,1636,40,England & Wales
2000,F,Zoe,1175,41,England & Wales
2000,M,Robert,1619,41,England & Wales
2000,F,Paige,1163,42,England & Wales
2000,M,Christopher,1611,42,England & Wales
2000,F,Mia,1149,43,England & Wales
2000,M,David,1542,43,England & Wales
2000,F,Nicole,1138,44,England & Wales
2000,M,Charles,1530,44,England & Wales
2000,F,Lily,1124,45,England & Wales
2000,M,Edward,1523,45,England & Wales
2000,F,Abbie,1116,46,England & Wales
2000,M,Louis,1516,46,England & Wales
2000,F,Imogen,1091,47,England & Wales
2000,M,Owen,1497,47,England & Wales
2000,F,Alexandra,1049,48,England & Wales
2000,M,Alex,1427,48,England & Wales
2000,F,Daisy,1013,49,England & Wales
2000,M,Joe,1407,49,England & Wales
2000,F,Millie,1007,50,England & Wales
2000,M,Rhys,1375,50,England & Wales
2000,F,Chelsea,998,51,England & Wales
2000,M,Tyler,1349,51,England & Wales
2000,F,Erin,997,52,England & Wales
2000,M,Henry,1322,52,England & Wales
2000,F,Georgina,979,53,England & Wales
2000,M,Andrew,1267,53,England & Wales
2000,F,Victoria,976,54,England & Wales
2000,M,Morgan,1258,54,England & Wales
2000,F,Danielle,961,55,England & Wales
2000,M,Sam,1211,55,England & Wales
2000,F,Isobel,947,56,England & Wales
2000,M,Harrison,1174,56,England & Wales
2000,F,Lydia,913,57,England & Wales
2000,M,Alfie,1142,57,England & Wales
2000,F,Samantha,867,58,England & Wales
2000,M,John,1096,58,England & Wales
2000,F,Morgan,850,59,England & Wales
2000,M,Jonathan,1018,59,England & Wales
2000,F,Tia,816,60,England & Wales
2000,M,Sean,967,60,England & Wales
2000,F,Jodie,814,61,England & Wales
2000,M,Dominic,962,61,England & Wales
2000,F,Harriet,801,62,England & Wales
2000,F,Maisie,801,62,England & Wales
2000,M,Scott,924,62,England & Wales
2000,M,Jay,893,63,England & Wales
2000,F,Isabella,796,64,England & Wales
2000,F,Isabelle,796,64,England & Wales
2000,M,Nicholas,839,64,England & Wales
2000,M,Elliot,837,65,England & Wales
2000,F,Rosie,766,66,England & Wales
2000,M,Declan,798,66,England & Wales
2000,M,Isaac,798,66,England & Wales
2000,F,Francesca,757,67,England & Wales
2000,F,Melissa,755,68,England & Wales
2000,M,Joel,791,68,England & Wales
2000,F,Isabel,752,69,England & Wales
2000,M,Muhammad,780,69,England & Wales
2000,F,Kayleigh,746,70,England & Wales
2000,M,Patrick,777,70,England & Wales
2000,F,Katherine,734,71,England & Wales
2000,M,Harvey,753,71,England & Wales
2000,F,Aimee,719,72,England & Wales
2000,M,Aidan,741,72,England & Wales
2000,F,Hollie,693,73,England & Wales
2000,M,Kai,723,73,England & Wales
2000,F,Kate,688,74,England & Wales
2000,M,Bailey,719,74,England & Wales
2000,F,Freya,686,75,England & Wales
2000,M,Toby,716,75,England & Wales
2000,F,Madeleine,684,76,England & Wales
2000,F,Stephanie,684,76,England & Wales
2000,M,Billy,706,76,England & Wales
2000,M,Mohammad,706,76,England & Wales
2000,F,Eve,675,78,England & Wales
2000,F,Ruby,675,78,England & Wales
2000,M,Ross,679,78,England & Wales
2000,M,Peter,678,79,England & Wales
2000,F,Gemma,664,80,England & Wales
2000,M,Leon,662,80,England & Wales
2000,F,Louise,659,81,England & Wales
2000,M,Archie,643,81,England & Wales
2000,F,Mollie,654,82,England & Wales
2000,M,Mitchell,639,82,England & Wales
2000,F,Jennifer,645,83,England & Wales
2000,M,Anthony,635,83,England & Wales
2000,M,Tom,635,83,England & Wales
2000,F,Alisha,642,84,England & Wales
2000,F,Jordan,622,85,England & Wales
2000,M,Mason,628,85,England & Wales
2000,F,Poppy,598,86,England & Wales
2000,M,Ashley,625,86,England & Wales
2000,F,Ellen,596,87,England & Wales
2000,M,Mark,622,87,England & Wales
2000,F,Bethan,592,88,England & Wales
2000,M,Conor,619,88,England & Wales
2000,F,Sophia,591,89,England & Wales
2000,M,Taylor,618,89,England & Wales
2000,F,Alicia,583,90,England & Wales
2000,M,Lucas,611,90,England & Wales
2000,M,Oscar,611,90,England & Wales
2000,F,Cerys,578,91,England & Wales
2000,F,Charlie,577,92,England & Wales
2000,M,Kian,610,92,England & Wales
2000,F,Eloise,573,93,England & Wales
2000,M,Kane,607,93,England & Wales
2000,F,Natalie,560,94,England & Wales
2000,M,Stephen,576,94,England & Wales
2000,F,Yasmin,539,95,England & Wales
2000,M,Marcus,567,95,England & Wales
2000,F,Catherine,536,96,England & Wales
2000,M,Ellis,564,96,England & Wales
2000,F,Rhiannon,526,97,England & Wales
2000,M,Jason,561,97,England & Wales
2000,F,Kirsty,525,98,England & Wales
2000,M,Lee,549,98,England & Wales
2000,F,Libby,515,99,England & Wales
2000,F,Naomi,515,99,England & Wales
2000,M,Zachary,517,99,England & Wales
2000,M,Ewan,501,100,England & Wales
2001,F,Chloe,6984,1,England & Wales
2001,M,Jack,9000,1,England & Wales
2001,F,Emily,5918,2,England & Wales
2001,M,Thomas,8337,2,England & Wales
2001,F,Megan,5580,3,England & Wales
2001,M,Joshua,7182,3,England & Wales
2001,F,Jessica,4888,4,England & Wales
2001,M,James,7026,4,England & Wales
2001,F,Sophie,4560,5,England & Wales
2001,M,Daniel,5759,5,England & Wales
2001,F,Charlotte,4479,6,England & Wales
2001,M,Harry,5662,6,England & Wales
2001,F,Lauren,4456,7,England & Wales
2001,M,Samuel,5259,7,England & Wales
2001,F,Hannah,4282,8,England & Wales
2001,M,Joseph,5256,8,England & Wales
2001,F,Lucy,4012,9,England & Wales
2001,M,Matthew,4839,9,England & Wales
2001,F,Olivia,4001,10,England & Wales
2001,M,Lewis,4636,10,England & Wales
2001,F,Ellie,3836,11,England & Wales
2001,M,Luke,4610,11,England & Wales
2001,F,Amy,3242,12,England & Wales
2001,M,Oliver,4534,12,England & Wales
2001,F,Katie,3224,13,England & Wales
2001,M,William,4459,13,England & Wales
2001,F,Georgia,3061,14,England & Wales
2001,M,Benjamin,4238,14,England & Wales
2001,F,Molly,2987,15,England & Wales
2001,M,Callum,4142,15,England & Wales
2001,F,Rebecca,2950,16,England & Wales
2001,M,Adam,3866,16,England & Wales
2001,F,Bethany,2805,17,England & Wales
2001,M,George,3858,17,England & Wales
2001,F,Holly,2783,18,England & Wales
2001,M,Ryan,3758,18,England & Wales
2001,F,Ella,2283,19,England & Wales
2001,M,Jake,3415,19,England & Wales
2001,F,Emma,2273,20,England & Wales
2001,M,Alexander,3366,20,England & Wales
2001,F,Caitlin,2228,21,England & Wales
2001,M,Ethan,3195,21,England & Wales
2001,F,Abigail,2158,22,England & Wales
2001,M,Mohammed,3011,22,England & Wales
2001,F,Grace,2144,23,England & Wales
2001,M,Cameron,2911,23,England & Wales
2001,F,Jade,2108,24,England & Wales
2001,M,Liam,2901,24,England & Wales
2001,F,Mia,2058,25,England & Wales
2001,M,Connor,2896,25,England & Wales
2001,F,Shannon,1948,26,England & Wales
2001,M,Jordan,2789,26,England & Wales
2001,F,Eleanor,1940,27,England & Wales
2001,M,Dylan,2610,27,England & Wales
2001,F,Alice,1790,28,England & Wales
2001,M,Jacob,2595,28,England & Wales
2001,F,Courtney,1783,29,England & Wales
2001,M,Nathan,2582,29,England & Wales
2001,F,Jasmine,1782,30,England & Wales
2001,M,Jamie,2559,30,England & Wales
2001,F,Leah,1763,31,England & Wales
2001,M,Ben,2403,31,England & Wales
2001,F,Amelia,1709,32,England & Wales
2001,M,Charlie,2250,32,England & Wales
2001,F,Elizabeth,1538,33,England & Wales
2001,M,Michael,2237,33,England & Wales
2001,F,Anna,1432,34,England & Wales
2001,M,Kieran,2101,34,England & Wales
2001,F,Lily,1368,35,England & Wales
2001,M,Max,1976,35,England & Wales
2001,F,Amber,1356,36,England & Wales
2001,M,Bradley,1923,36,England & Wales
2001,F,Laura,1326,37,England & Wales
2001,M,Owen,1897,37,England & Wales
2001,F,Sarah,1285,38,England & Wales
2001,M,Brandon,1895,38,England & Wales
2001,F,Rachel,1274,39,England & Wales
2001,M,Louis,1864,39,England & Wales
2001,F,Phoebe,1256,40,England & Wales
2001,M,Aaron,1776,40,England & Wales
2001,F,Millie,1189,41,England & Wales
2001,M,Tyler,1722,41,England & Wales
2001,F,Erin,1188,42,England & Wales
2001,M,Kyle,1649,42,England & Wales
2001,F,Zoe,1160,43,England & Wales
2001,M,Reece,1586,43,England & Wales
2001,F,Abbie,1129,44,England & Wales
2001,M,Edward,1451,44,England & Wales
2001,F,Nicole,1111,45,England & Wales
2001,M,Alex,1435,45,England & Wales
2001,F,Paige,1083,46,England & Wales
2001,M,David,1425,46,England & Wales
2001,F,Daisy,1064,47,England & Wales
2001,M,Robert,1421,47,England & Wales
2001,F,Natasha,1051,48,England & Wales
2001,M,Christopher,1375,48,England & Wales
2001,F,Niamh,1047,49,England & Wales
2001,M,Harrison,1345,49,England & Wales
2001,F,Eve,976,50,England & Wales
2001,M,Charles,1290,50,England & Wales
2001,F,Alexandra,969,51,England & Wales
2001,M,Joe,1279,51,England & Wales
2001,F,Freya,967,52,England & Wales
2001,M,Rhys,1205,52,England & Wales
2001,F,Tia,955,53,England & Wales
2001,M,Henry,1196,53,England & Wales
2001,F,Isabella,950,54,England & Wales
2001,M,Alfie,1189,54,England & Wales
2001,F,Isobel,947,55,England & Wales
2001,M,Sam,1132,55,England & Wales
2001,F,Imogen,916,56,England & Wales
2001,M,Andrew,1126,56,England & Wales
2001,F,Isabelle,903,57,England & Wales
2001,M,Morgan,1122,57,England & Wales
2001,F,Georgina,869,58,England & Wales
2001,M,John,995,58,England & Wales
2001,F,Lydia,861,59,England & Wales
2001,M,Jay,983,59,England & Wales
2001,F,Morgan,855,60,England & Wales
2001,M,Archie,969,60,England & Wales
2001,F,Rosie,838,61,England & Wales
2001,M,Harvey,964,61,England & Wales
2001,F,Jodie,813,62,England & Wales
2001,F,Victoria,813,62,England & Wales
2001,M,Joel,926,62,England & Wales
2001,M,Toby,924,63,England & Wales
2001,F,Maisie,798,64,England & Wales
2001,M,Kai,922,64,England & Wales
2001,F,Mollie,782,65,England & Wales
2001,M,Taylor,909,65,England & Wales
2001,F,Chelsea,777,66,England & Wales
2001,M,Jonathan,884,66,England & Wales
2001,F,Ruby,745,67,England & Wales
2001,M,Sean,883,67,England & Wales
2001,F,Isabel,741,68,England & Wales
2001,M,Elliot,863,68,England & Wales
2001,F,Hollie,735,69,England & Wales
2001,M,Muhammad,861,69,England & Wales
2001,F,Harriet,733,70,England & Wales
2001,M,Dominic,859,70,England & Wales
2001,F,Samantha,731,71,England & Wales
2001,M,Scott,832,71,England & Wales
2001,F,Aimee,723,72,England & Wales
2001,M,Kian,814,72,England & Wales
2001,F,Danielle,719,73,England & Wales
2001,M,Mohammad,797,73,England & Wales
2001,F,Melissa,718,74,England & Wales
2001,M,Leon,795,74,England & Wales
2001,F,Alisha,711,75,England & Wales
2001,M,Isaac,793,75,England & Wales
2001,F,Francesca,695,76,England & Wales
2001,M,Patrick,783,76,England & Wales
2001,F,Kayleigh,691,77,England & Wales
2001,M,Oscar,782,77,England & Wales
2001,F,Katherine,659,78,England & Wales
2001,M,Billy,730,78,England & Wales
2001,M,Lucas,730,78,England & Wales
2001,F,Louise,645,79,England & Wales
2001,F,Libby,643,80,England & Wales
2001,M,Aidan,717,80,England & Wales
2001,F,Jennifer,629,81,England & Wales
2001,M,Declan,711,81,England & Wales
2001,F,Alicia,626,82,England & Wales
2001,M,Nicholas,686,82,England & Wales
2001,F,Kate,624,83,England & Wales
2001,M,Marcus,644,83,England & Wales
2001,F,Poppy,617,84,England & Wales
2001,M,Ewan,619,84,England & Wales
2001,F,Ellen,608,85,England & Wales
2001,M,Mason,613,85,England & Wales
2001,F,Yasmin,606,86,England & Wales
2001,M,Peter,609,86,England & Wales
2001,F,Stephanie,589,87,England & Wales
2001,M,Bailey,599,87,England & Wales
2001,F,Sophia,577,88,England & Wales
2001,M,Mitchell,596,88,England & Wales
2001,F,Madeleine,571,89,England & Wales
2001,M,Tom,586,89,England & Wales
2001,F,Madison,559,90,England & Wales
2001,M,Josh,567,90,England & Wales
2001,F,Charlie,556,91,England & Wales
2001,M,Ellis,553,91,England & Wales
2001,F,Evie,548,92,England & Wales
2001,M,Jason,541,92,England & Wales
2001,F,Gemma,545,93,England & Wales
2001,M,Conor,540,93,England & Wales
2001,F,Brooke,507,94,England & Wales
2001,M,Zachary,538,94,England & Wales
2001,F,Jordan,494,95,England & Wales
2001,F,Naomi,494,95,England & Wales
2001,M,Ashley,536,95,England & Wales
2001,M,Kane,530,96,England & Wales
2001,F,Natalie,492,97,England & Wales
2001,M,Mark,522,97,England & Wales
2001,F,Catherine,488,98,England & Wales
2001,M,Anthony,521,98,England & Wales
2001,F,Cerys,487,99,England & Wales
2001,F,Elise,487,99,England & Wales
2001,M,Stephen,515,99,England & Wales
2001,M,Ross,511,100,England & Wales
2002,F,Chloe,5708,1,England & Wales
2002,M,Jack,9100,1,England & Wales
2002,F,Emily,5390,2,England & Wales
2002,M,Joshua,8170,2,England & Wales
2002,F,Jessica,5094,3,England & Wales
2002,M,Thomas,7438,3,England & Wales
2002,F,Ellie,4854,4,England & Wales
